hour_of_day,day_of_week,priority,weather_score,track_occupancy,delay_minutes
2,3,1,0.45825289049151663,0.536493431452748,42.537587209900366
4,3,3,0.8204268437712681,0.6211878174862304,30.72635413771882
11,6,2,0.018221825651549728,0.17555436860474272,12.997752042102135
2,6,1,0.6557226353807422,0.4083172967724521,34.23921215920163
18,0,3,0.11816482762165625,0.6573897322913205,30.043346339944947
12,2,1,0.039186326675646255,0.434356825372463,22.806518502652533
4,0,3,0.9905051420006733,0.43009414152914116,36.207513881767724
17,0,3,0.5805440123439098,0.7936932857677776,28.51627953339486
22,4,3,0.7545428740846823,0.1824990950687461,26.459039941097927
16,0,2,0.4965611906830777,0.41169446897536277,26.106640848291995
3,3,1,0.9053819764192637,0.17302934142890686,35.703079649818875
6,3,2,0.6767699044243033,0.48601675971411396,30.825649484197776
4,2,1,0.5537030523458008,0.27018231601938314,30.12679578720676
20,6,1,0.11346460201744801,0.844743284549834,48.07710706738555
14,3,1,0.7615106317174722,0.5945744506530088,43.19465834531982
5,6,2,0.70096913145912,0.15821040509135484,31.983630731697996
4,4,1,0.2332280724245278,0.5650443337814258,36.865642369516735
12,0,2,0.8127995672575026,0.857798861907087,39.122974273756356
11,5,3,0.4242220092469763,0.8250835080757888,25.860692806076358
6,5,3,0.25368217387313874,0.42416166942513367,32.33764570894828
7,4,3,0.6492103021160636,0.6968359034123386,33.15316413798704
12,3,2,0.40022289287202484,0.48217191270418214,25.811166025566937
20,5,2,0.012154474689816341,0.8759030613661113,23.381635414287995
14,4,2,0.924643330223596,0.8352925722229275,49.45799541561928
17,6,1,0.21680910658649122,0.3355951574715439,24.370109493802982
0,4,2,0.5843143119231002,0.8209264083927912,55.898211696530595
7,1,2,0.3882683839898722,0.28351579656395975,22.01810462825684
4,0,3,0.6981617140197451,0.5288770930752963,36.40062905838485
15,4,1,0.9109271844938425,0.7580297943385352,44.58899060495488
17,2,1,0.6134151959357899,0.4345944290324951,45.58162156141609
14,0,3,0.5941307153521351,0.4047126853048172,22.953304586614962
21,2,3,0.5690814691657476,0.1508094636720011,22.068340518470116
4,5,3,0.5554317056026274,0.7151899321444084,45.95177915931296
4,1,2,0.37785054927578643,0.2928678658637055,21.950028973471312
12,4,2,0.8782206674791923,0.705599305737783,38.14840293565059
1,3,3,0.11355759219962902,0.6372585564742397,32.341549946331405
17,3,1,0.5519068387744855,0.548750377228309,35.42613877684293
16,6,3,0.4205357786650751,0.7277346111554477,35.82296552896404
6,5,2,0.350587558806597,0.5719341494837065,30.842880545297014
14,2,3,0.9041586944937484,0.3786043736186403,43.785810015114855
22,1,3,0.6976418714934634,0.7371774205391018,30.751446542153545
9,0,2,0.7689177413153975,0.1529887822814927,28.953597246114946
1,4,2,0.6334008543167258,0.29211649502255443,27.049764511672834
18,6,1,0.46011915898357203,0.567812884759323,48.837504108245646
3,3,1,0.8967884099060118,0.4791693122102979,40.123307881274705
17,4,2,0.2238490659063206,0.7574325094755594,25.838468960259803
21,4,2,0.12063587110060081,0.4686230144261806,19.442062638404725
13,1,1,0.5034172708548569,0.6523158629034922,34.85308336064952
10,6,1,0.0025950243836465603,0.7946408856284695,29.111312879442195
7,0,3,0.18452101935637732,0.2674794586693683,12.702612267168071
22,5,2,0.7474709381337565,0.12934656231247832,26.889617197362305
23,2,3,0.6871655054033311,0.775552538106903,30.376598179670168
18,6,1,0.7374052060938191,0.24582710278076647,42.45414503376675
6,0,1,0.21144800699654465,0.3619978817423317,41.53034471679151
2,0,1,0.4795821017542502,0.5673595877713354,41.91843342114954
21,1,3,0.74543947418433,0.44532763698374356,26.588704038442753
5,3,2,0.6075552222935728,0.2954825243717236,26.58334231144731
12,5,1,0.9336918237598746,0.10602749050725979,35.26424883280639
15,3,2,0.18656702405130576,0.3280761349550777,18.652482505352282
23,6,1,0.08023374566164221,0.5196091116562037,27.103379845874287
5,1,3,0.8655071258939803,0.753657656759424,33.61500736927096
16,5,2,0.668643219924431,0.8435007913020687,56.458581164842705
18,4,1,0.18704374855752337,0.35894338912339496,40.321147362374504
18,3,1,0.7362471836984882,0.5238720185448934,47.45795400915039
5,4,2,0.1543627152742023,0.484912081483854,28.00297940776094
10,2,1,0.3692304815098961,0.4634143777752797,49.305906865256574
1,4,2,0.08786811124265681,0.21105981875361632,34.763180783006725
8,0,1,0.5956387406078443,0.47726095084012676,34.07168907475879
16,4,2,0.7459745255487181,0.42681463434873357,31.321710026205366
20,2,1,0.20500181005323725,0.4033828679710404,26.985897451507704
7,2,1,0.7505019247653135,0.7396297047356125,44.636060298567116
2,4,1,0.8145747202313821,0.6321577765569601,40.77386105298204
12,1,1,0.6829820634171324,0.4615588810392314,39.1908087306654
7,5,3,0.6241015441818376,0.5318248495317065,45.43989904948263
16,0,3,0.3838912213732114,0.5348422888911909,20.700458760832092
7,2,3,0.11689804070836407,0.8518656988907801,20.115946297528986
19,6,3,0.6200727559285135,0.5267688735810573,36.740528654355415
6,2,1,0.15167487973275118,0.34937765423643863,31.57752057364406
3,5,2,0.7624586857406905,0.8014125094093996,37.270361355954805
0,5,2,0.5364813514845947,0.4030572524455326,49.34746862730628
14,4,1,0.4863574819956078,0.42716414166839456,31.134611764938075
12,1,3,0.6411476328852973,0.65515875557368,27.650333991311143
4,3,3,0.9590747945640278,0.37401940574283477,32.60143018660507
5,6,3,0.2879296164757261,0.5919602105221236,19.637995487346373
7,3,3,0.9321182824836124,0.5521065468713672,31.92396385274275
3,4,1,0.7072386343133986,0.2220312343314091,51.295486165989445
21,2,1,0.1042469660518095,0.7723517055843384,42.124415366351045
10,6,1,0.11323804584075525,0.8878729591698676,55.969766321737985
20,6,1,0.7442496518432888,0.26446384670051004,39.09147740845136
20,1,1,0.11426730005568775,0.4316036673629021,23.759401011557287
16,2,3,0.4524395161326934,0.2126856163038399,17.239074567211468
23,0,3,0.16551331742797382,0.127103328197276,20.60507772263791
10,5,2,0.013094456588333636,0.6308298976133685,19.7243375959672
6,0,1,0.14866272775311296,0.43169929898161896,50.182342072285145
12,5,3,0.4267889053367494,0.7398256176594156,25.225346711771103
16,4,1,0.47206694510999925,0.5518729066100931,46.60525519175426
16,1,2,0.5596403313082179,0.22419219674457003,24.55568957733291
0,4,3,0.9461154621336327,0.39864745302380233,38.234259814237106
0,6,3,0.15615259736619036,0.672777783077918,18.21471869349258
7,0,1,0.22197216193294944,0.28485983727045716,24.699798574089193
2,2,1,0.5567215847833661,0.6766504770484053,36.2841888513934
2,5,2,0.8302198645669916,0.4177468236947639,32.87059964676129
22,1,3,0.6332407749109605,0.6887236905568018,34.155026926013875
20,2,1,0.8764440758752938,0.6143404508914025,47.01782543780174
4,3,3,0.2594234334312925,0.4037539265338136,18.864153677701317
22,6,1,0.3451921448812756,0.7190676185610723,42.187017982000974
2,3,2,0.7636057941597608,0.21209054061316204,28.453473992392645
9,5,3,0.8945522268940914,0.7398842047578522,33.989307609249614
13,0,2,0.6334782198261473,0.30631014834656184,27.264216621721374
21,5,3,0.4217039345532818,0.20582096890026433,19.494463013067826
4,2,2,0.914298806560499,0.19420086631211292,37.426987440530894
3,0,2,0.06717539991571009,0.424198470422151,35.8159877179659
20,1,2,0.13688563006880727,0.8200149134784841,25.03793630355341
5,2,2,0.6005168604336534,0.6320293396370044,31.490777303228136
13,1,2,0.7380336164263704,0.16623893434010117,27.254256343628928
3,2,2,0.06824970535409158,0.7696631925624235,31.15409587809279
6,2,2,0.47605040219909966,0.6309369322901185,28.985062028333772
21,5,1,0.48375494193241275,0.31592897791375596,29.414033507354596
19,2,1,0.49636624720123634,0.5774742791335113,35.04170690232087
1,0,2,0.4742373087003696,0.37550698563538665,25.117350958538193
10,1,1,0.2464020332391068,0.7552818541393598,31.257268476872532
4,3,3,0.2721451372299627,0.5721845334952697,19.0256707470283
16,4,1,0.9502373538208024,0.45680461836636466,40.85681635191152
14,3,2,0.9581707930039304,0.7067139311565452,52.60945516676573
4,5,2,0.9805768001799882,0.8226910501088199,48.84226378738178
11,6,3,0.987668007996647,0.8552474717492906,45.76691958255769
13,6,1,0.7310236714582816,0.2540792222285043,34.770138305053194
7,1,3,0.9442664891134339,0.479371373325971,31.359084143462855
17,2,2,0.6445466506258222,0.6201338803545825,32.49050261279263
23,2,1,0.07695320162920916,0.6570310207025118,38.95209059885707
11,6,3,0.8039769794008976,0.5307211923046301,29.040357472587402
21,0,1,0.6258913764370091,0.8087821985889497,39.64956050757443
22,2,2,0.9903413133417771,0.10019001886070766,37.16471115833195
12,4,2,0.9390676985128962,0.7390265886189323,39.86675279954191
20,3,1,0.5807572072273277,0.31734957685520326,45.4688621992304
9,5,1,0.33637046382842206,0.5180153533076185,29.497639576182717
17,3,2,0.23360775104990994,0.1336745517090895,16.677273296634542
0,4,2,0.04510067722032318,0.18757407894329214,13.715624728555845
4,4,1,0.08941100231225951,0.4340646206279427,23.299189355664332
23,6,2,0.600798446442198,0.8229791737402165,34.36065653494721
21,4,3,0.5126885110165086,0.28453584937420695,19.521807960943278
1,0,2,0.036731937426613626,0.8658162103866606,28.407516838047407
21,6,3,0.8837858849634257,0.8422018265561704,40.39064287253237
16,4,3,0.39624201890265875,0.7065907805632731,23.523702086502272
2,5,1,0.22381761482262308,0.5295795383147309,32.13420093503747
8,3,2,0.8601268164179238,0.4659456782189658,34.19172150164296
8,2,1,0.8521935333470078,0.12833789473483606,33.968939087962696
14,0,1,0.7352126545234527,0.3251127684620214,34.580944617399375
17,5,1,0.22018320194981134,0.6466070109276767,30.124058411621714
4,4,1,0.06151702623923505,0.806325015309969,37.400163438606796
2,1,3,0.8644928803073485,0.6871279351629613,32.95572213126839
23,2,1,0.15734065970252598,0.2283200842640577,21.571614458011386
20,1,3,0.6989907380395877,0.25137723182800475,22.750473238211825
4,2,1,0.871843527745232,0.12339782642764732,34.28783795131935
10,4,2,0.9087013092693679,0.1008960891840876,31.1546043874819
1,5,1,0.5074677337608362,0.10510869737346687,34.90351209457923
16,0,1,0.11584385678025766,0.40135628958943903,23.33722147944674
23,4,3,0.12844871809319136,0.3266743586124653,12.469089741050807
1,6,3,0.9320281055100175,0.18200778239254342,26.370678846088502
3,3,2,0.947297888256338,0.23310206954581789,39.961514988641014
21,0,2,0.6209155177674771,0.1365936270500103,34.236205541470355
17,5,3,0.9688778552856915,0.6997214653943398,38.5444017545096
6,4,3,0.821512947407441,0.3974668233909797,27.392261299013512
18,2,2,0.0010294798456333965,0.22715062662140523,20.210843108154155
2,4,1,0.16362382119166918,0.7358476389999435,29.310191008832536
10,3,2,0.7728227800168045,0.28404294642514716,34.025502240050784
4,2,2,0.7600940784380972,0.45383900990472825,34.442543358616525
0,1,2,0.22995460589108618,0.2704837632200666,19.398410704124277
11,1,3,0.4715324601025127,0.5345862446319666,22.449442871529754
13,0,1,0.09116449040619168,0.22292643052889016,36.43238098305401
6,2,1,0.13124487768238757,0.12602094359300153,19.515211707542775
2,3,2,0.46209729076566064,0.10098546813314072,37.13785533278673
19,3,1,0.20052472670033672,0.4932756373931495,41.42001749494858
21,5,1,0.26899340443509767,0.7380472805097505,31.45057729634821
7,4,2,0.6804566263593252,0.41643606710397496,29.855673533746128
14,6,2,0.29166257870930323,0.6559855089012341,29.394348118636188
7,2,2,0.7491616391012831,0.21673765922811639,33.023019309765765
11,0,2,0.14249554290151323,0.4991105227610849,35.37055171711805
9,1,1,0.5177116433847114,0.17029319931586667,36.68225376318894
12,5,1,0.8245140468968338,0.3862410807426171,43.605058161759715
14,1,2,0.16748258225906976,0.1836542722675202,16.104465729194196
10,4,3,0.8962213026850383,0.5758213099015489,46.320278507096845
8,1,2,0.6253046602139478,0.7267381807532918,48.64400790998438
14,2,3,0.08011484638467514,0.8158533248484221,32.01403745676309
2,6,1,0.16399948098949724,0.4508857731916307,27.019272264588402
17,5,3,0.6502941858734539,0.48342314286102983,25.257230860384524
13,3,1,0.18211791568869928,0.7317588057139833,40.16237588335577
22,2,2,0.0208611392915381,0.6226104153898641,24.816290116274068
2,3,2,0.4032613611238318,0.2764488999378586,22.211960721544514
21,6,3,0.2576828885112137,0.4700983653914531,21.197364477148863
23,3,1,0.3459349925469629,0.3968310103876822,34.3431244037819
19,3,2,0.8670314961224486,0.5629403268579147,52.62401173989638
3,1,3,0.9007018640112585,0.4373767414987644,29.574688402706638
9,2,3,0.283854528608645,0.38732082373298515,16.48690292816768
20,6,1,0.1315676851272598,0.6726599717456708,27.72125327873026
15,5,3,0.6325405332263061,0.39827890975114755,23.624994310793337
5,4,1,0.24723107440317704,0.7965999210180091,35.67930898428284
14,5,3,0.3592333693997657,0.5743606811479419,20.80007760521444
1,2,1,0.009030404129550251,0.5707301066724844,23.74155968267827
11,3,1,0.23702785710833618,0.2877392306092409,24.056645601305338
15,1,1,0.3370031764312863,0.7631066927060876,43.14214977283983
0,4,3,0.9485833548514337,0.30202222566033543,28.502000481933706
10,4,3,0.6638045276218051,0.47970470059985115,25.47166106143387
16,3,3,0.8682712805132586,0.26467296802941465,26.335520130706392
1,0,3,0.2311309124276466,0.14135746979322159,11.742980295451256
0,6,3,0.4521990282834353,0.8471000140223239,27.53683267916447
13,3,2,0.397378988464401,0.48391766527365865,25.2063447483929
10,5,2,0.32313065707027855,0.8784781984562772,29.63978611824973
10,1,3,0.6668642575461043,0.21172100380505032,26.54739103401662
12,3,2,0.20185345212294836,0.6387459466599339,23.618258242357975
4,6,2,0.25530652472843185,0.6293058802969174,43.68603223769026
22,1,3,0.6832480282896458,0.4977398112067418,35.76071302503534
7,0,3,0.9309486955069778,0.6516214008252489,36.469502477028804
0,0,3,0.9408753563380648,0.7614711069695019,43.631422408466946
1,1,2,0.3181115536181195,0.7931509340221163,46.413221930963196
15,4,1,0.09048169528705075,0.33094847642451053,24.79784949449092
5,5,2,0.43817234641198766,0.8211005196707555,31.079954723301086
12,0,3,0.435583314812933,0.7542673729400173,26.23067647825193
20,6,1,0.3664615348713979,0.41693815328740436,28.58330299673902
20,2,1,0.44869362262253065,0.290035304699462,28.324402022942543
10,2,2,0.6425759689471896,0.7074754623382928,33.463651314018186
8,2,1,0.8633336495718252,0.5152654281089745,39.99565441307112
11,4,2,0.5266237972689596,0.2968557270383986,24.98531185095517
3,6,3,0.7648832615421283,0.7503885909728748,31.55349409543569
10,2,3,0.19715412657287734,0.4833465835548799,20.11412658178944
18,1,2,0.48587175918632564,0.30542125417640636,24.29875399637261
14,3,3,0.5809320532627977,0.17170107132395368,19.19415713511526
17,1,1,0.9767252386625789,0.7585392124765282,45.9125929603995
11,1,3,0.5251633836670602,0.6672370093779462,26.14347740708213
23,0,2,0.18522844654740966,0.8342019913371018,26.21759880100472
21,0,1,0.6331513755940223,0.8611226737653256,40.57986761836033
22,5,2,0.5151751703337316,0.5748308552985177,34.71886767920125
23,1,1,0.8398613028667203,0.8200184987184089,55.704328495081796
15,0,2,0.2556449978092723,0.34164840146783604,27.164619238145114
6,1,1,0.09553531383466818,0.5990874597412584,30.47244453479304
0,6,2,0.15298380082856267,0.28818846784158786,17.38250303419507
20,0,2,0.023638586046336396,0.6135772003546128,30.60913878084522
6,2,2,0.2568838476457148,0.6056123888163347,30.891666819540916
17,2,2,0.42819961492561476,0.674078212526541,28.675165486410407
16,2,3,0.34109002447422054,0.7549656456953863,23.146285174915207
6,4,2,0.2648954472367334,0.6162318700205736,34.998738320446684
3,2,1,0.32337156211552076,0.2813251217815904,25.687308069034273
16,3,2,0.6696026161339619,0.1559452845675473,25.731231591192447
20,5,2,0.6801319311034514,0.28466335132320963,27.87258889191717
1,6,2,0.362944271845992,0.8963843925634056,30.704651325370925
22,5,2,0.5622968158779098,0.8661002276043042,39.62499965608645
22,1,2,0.42268911339618953,0.7574451551208695,29.815459594736833
11,0,3,0.9271778194794527,0.28771366548436283,27.859261371854494
4,3,1,0.8420332943764213,0.5167663818176338,39.59216161479293
5,5,2,0.787901988292265,0.7917489536268322,39.188547377677146
19,1,1,0.036160380524762115,0.3425026847562629,45.51808743603848
17,4,2,0.3809095255109872,0.3770574148712028,23.87434179080791
2,3,2,0.44720254050483565,0.5804754666884938,27.651182810424118
22,5,3,0.7862759567570945,0.5596699058542133,29.12056772295509
11,6,1,0.11636639788547609,0.7539597667929533,40.82009761545763
2,5,2,0.8680566901074503,0.744740320094097,38.53223860356046
8,6,1,0.022893824976120247,0.22303291973442488,28.723793790904004
2,1,2,0.9756102008599149,0.6127776618762656,38.70386894534228
21,0,3,0.4870619188189359,0.585002350200782,25.492062849904528
21,5,1,0.31753144787673704,0.8622380220810355,39.38698939407099
1,4,2,0.5061075548467509,0.2860410866923041,34.390894579959856
12,3,1,0.9364491738836606,0.800884154078434,52.99991402048005
10,5,2,0.6502010923981534,0.2216198825029185,26.328320085506846
18,4,3,0.19178245559186058,0.2694042805323827,29.27159991399798
23,6,1,0.4303371775089212,0.23653180683999875,27.154720652778405
20,0,2,0.2653874091881946,0.24221311028099857,28.31352573361826
3,6,1,0.232645538562681,0.2766421038285113,39.015843942002945
19,3,2,0.4260833838903715,0.2045683013921596,21.59019219868982
2,6,3,0.41412975252892703,0.7620303164534995,34.60674418020234
4,4,2,0.963822275482351,0.29886420617195364,33.75940860222632
5,6,1,0.760289823122135,0.20968776458319927,33.35111293119069
6,4,1,0.32350039491147375,0.767442692763814,32.98164828968669
4,4,1,0.1097361986775035,0.5383675911789544,30.398673972028163
20,3,3,0.14923777795017612,0.2017598101499597,11.011152711252919
17,2,1,0.6140813111847361,0.7876521853175567,44.634742321273535
9,4,2,0.8920846889402344,0.8642677492031426,40.80571001685183
0,1,1,0.2793677139347164,0.8442551078702589,43.65022777070897
7,4,3,0.4954521034609818,0.4090791278786524,21.045228987399422
16,3,3,0.5184080219452041,0.22013520065363334,18.67018844870858
11,0,3,0.6802277792083533,0.1333383204819074,22.974244548516104
12,2,3,0.01210847523488745,0.8652011186395842,18.22018628429151
20,1,3,0.2965355812876552,0.3797625837966797,23.429804175658106
18,2,2,0.09839564971339732,0.6282421757610706,32.969694050924105
7,1,2,0.08261766345926869,0.5117260692588093,21.068429874273548
7,0,1,0.3819396396528959,0.2645498097564441,29.064379768618114
16,3,2,0.26071329991991654,0.15540344502868797,17.54531767382865
17,1,1,0.12523357043282712,0.4794688879249711,30.43978913591595
1,5,1,0.5824226582072465,0.6984585435436257,42.50829210779564
10,1,3,0.11080796217980704,0.5788252605474925,26.62361152490655
8,0,3,0.550091940458156,0.4109222389038777,22.165672392721284
19,4,3,0.8869249002092695,0.6166486501241648,31.988227756047863
2,1,2,0.861369996363436,0.7772114709522224,38.885571991552055
12,5,1,0.9783972788005959,0.698553524783198,47.87204795264289
13,6,3,0.6561618376810715,0.2419430155757655,25.015128695724766
21,3,1,0.7279471767307432,0.1863549717171715,32.65738468531586
20,6,3,0.9651297421269965,0.49071530405195174,31.66332440331921
21,2,1,0.5903476904587729,0.506688437533024,34.40728037217082
21,2,3,0.6888853020500907,0.7986583326886462,43.65510857215896
14,1,2,0.009331619827093296,0.29734309161729844,21.37859228350093
4,2,1,0.27790209724886783,0.25516309381421987,27.774139922708077
9,4,2,0.615985450260179,0.2504197876923329,34.244723620792655
8,4,1,0.5542265141320166,0.1041836908343302,27.647285645155286
1,4,1,0.6783788228551418,0.7050117263131621,45.62555669023886
22,5,3,0.9963343376272473,0.39464762440547874,48.116039630961176
23,5,3,0.1378228991592354,0.6304336036003938,17.212962037190614
21,6,1,0.029071380343953734,0.23350809428389674,19.084049021137524
16,6,3,0.48097288988612374,0.6138604207241819,23.827364108585204
23,4,2,0.5614845879595237,0.5485280755329368,45.766904704813925
17,2,3,0.02293281126804203,0.35768640338334845,20.388355759587288
13,2,2,0.6954156483280532,0.6967401670509397,35.17504582216881
12,3,2,0.32819275360931155,0.44721549293910023,36.337662083916214
17,6,1,0.5982252940637388,0.6885304913913519,37.292463252145055
3,3,3,0.11833619092338732,0.4279239117570306,32.32650815816509
13,3,3,0.7399863866856118,0.8602502023444734,35.74128386378439
9,1,3,0.026196708532064794,0.1193534111130842,7.314235337337559
21,4,2,0.5180787662388154,0.33898045887101846,35.775921679369645
4,3,1,0.4351803992553568,0.8498826353726916,36.45184751569751
3,5,2,0.08060151375712465,0.6823514455790122,21.847301958827675
3,5,1,0.15890816766935356,0.588180119582113,27.000865147118766
19,0,1,0.06895801635642118,0.14564377692100347,18.563816980943475
2,6,2,0.2495461998495061,0.3175597809029048,19.754320710533694
21,6,2,0.8447894362860214,0.31451121607641075,33.35261780520422
10,3,2,0.906437453344411,0.21139629689407613,31.29969352029936
3,1,1,0.7718577261816213,0.1691396886100372,40.843945508332936
10,3,3,0.8821356142820601,0.4147582772508732,28.8640864444043
11,5,1,0.49448113129509297,0.8836406723054056,42.6042336571548
4,0,3,0.30869874337319525,0.8576287901909784,24.03840672032858
11,0,1,0.11409578488793337,0.22099746298794765,20.59687764257788
6,5,3,0.5451055282606997,0.8844134576008849,29.168312429227264
1,3,2,0.5425458033954229,0.7333599907626813,53.58869966403107
13,5,2,0.484696287130047,0.23261963213062062,32.58643642996904
1,5,1,0.6690223373291083,0.4698364488004858,53.126617685359115
21,3,3,0.5125026487703317,0.7451228937862716,26.42689638220071
9,2,3,0.7862781993840331,0.2610910257087795,24.641929373312355
3,5,2,0.01794567856849183,0.20100302623409078,13.373958964881197
14,5,2,0.23879621138153928,0.46099147534479046,30.521894129274234
0,1,3,0.10547369995663058,0.6254240837794353,16.49083525582414
17,2,3,0.4410721582507837,0.25648741843561207,30.37506504813209
4,4,3,0.6426746576724236,0.2566726500695351,21.703582904491498
13,1,2,0.44760294032021697,0.5462561535433611,30.94668819397249
12,2,3,0.2769044873778089,0.8868171781721776,23.84034742013884
0,3,1,0.03338360178638122,0.39095449980491226,29.349982645930424
4,3,2,0.615298025069802,0.16677126799150666,30.4843970306145
8,3,3,0.5052067735766382,0.8737012922073364,30.86021530304593
20,5,1,0.32301119838621384,0.8976625256653293,34.92516185270422
22,2,1,0.5597556836383826,0.5219196976981411,39.82024087037553
4,2,1,0.33684050186110326,0.33719182502665224,30.05265057844351
5,1,2,0.7102427986233115,0.3514800905469987,42.648208004069865
11,0,1,0.2543219811783167,0.755404083897169,31.41750088202387
11,3,2,0.1737615931357438,0.6696112162646246,23.519400106684245
8,2,3,0.1912604179145867,0.5910219350525593,17.690537384080123
22,5,1,0.8414475530847599,0.47702973391853165,39.363901433377634
19,4,2,0.325104015431699,0.6490617573488779,27.59345259045345
14,6,2,0.8557372589057863,0.28174364561881193,31.340899862397904
2,3,2,0.5126547531450529,0.34424854135738503,33.19213559141127
20,2,1,0.3039464012407238,0.6225302324250264,37.652987383478624
12,6,2,0.6507685475587474,0.7993813793106813,41.680699457228286
22,2,3,0.3897593874264921,0.4036023226997749,18.849222589026464
2,2,2,0.8023543291592642,0.48325605048268094,33.29592734042549
16,0,2,0.9180765521991506,0.32402986364039155,33.22197899858889
18,2,2,0.6993153751262037,0.7715687276006136,43.06570695489104
12,6,2,0.7266709920703233,0.34380087630890666,29.690432986040065
14,3,2,0.2184431828833071,0.1961977812093405,25.3924083586177
3,0,2,0.046123564335733835,0.5537366239355085,27.528142376461027
20,2,1,0.2999191115069847,0.6945545589852827,31.416700614918934
3,2,2,0.6678046832264065,0.5745772560859075,31.974752505816742
16,5,3,0.26777667548833417,0.7313286772709852,21.32546366883146
20,6,1,0.06364090928664234,0.7650988115085678,27.749300358361367
8,4,1,0.6692002629380784,0.7634294394534045,42.219136677910484
23,0,1,0.6944504561307088,0.16576565096942533,31.375493887155557
